pickup_lat,pickup_lon,drop_lat,drop_lon,distance_km,duration_min,hour,day_of_week,is_weekend,temperature_C,weather,demand,supply,demand_supply_ratio,surge_factor,price_inr,timestamp
18.971754,72.782978,19.24612,72.777607,30.513,58.16,5,3,0,29.2,Clear,190,186,1.02,1.02,522.73,2025-10-30 05:40:37
19.067978,72.814795,19.065926,72.798865,1.69,5.55,13,6,1,25.5,Rain,275,5,55,2.63,161.39,2025-11-09 13:45:37
19.15162,72.85695,19.126604,72.77528,9.019,18.05,20,6,1,31,Clear,103,37,2.78,1.26,219.65,2025-11-02 20:47:37
19.021175,72.777426,19.165866,72.95244,24.435,50.53,22,6,1,32.6,Clear,118,95,1.24,1.04,441.25,2025-10-12 22:27:37
19.266493,72.927937,18.97955,72.861227,32.667,77.96,15,1,0,26.8,Clouds,128,157,0.82,0.97,560.59,2025-10-14 15:49:37
19.031347,72.903908,19.097208,72.969417,10.051,54.98,17,0,0,30,Rain,436,5,87.2,2.86,745.27,2025-10-13 17:20:37
19.034981,72.87606,18.929868,72.837826,12.36,25.29,2,4,0,29,Clear,75,250,0.3,0.97,222.04,2025-10-31 02:52:37
19.012559,72.85685,19.157247,72.885846,16.375,44.21,23,2,0,29.2,Rain,159,179,0.89,1.21,381.05,2025-11-05 23:01:37
18.979396,72.924868,19.0953,72.892194,13.338,72.27,19,1,0,25.3,Rain,313,152,2.06,1.39,465.1,2025-10-21 19:54:37
18.963604,72.848348,18.998739,72.865728,4.313,13.55,18,5,1,30.1,Clouds,319,169,1.89,1.17,127.35,2025-10-11 18:48:37
18.967469,72.927135,18.894098,72.866544,10.353,20.18,0,4,0,24.4,Clouds,86,30,2.87,1.34,260.74,2025-10-24 00:21:37
19.093161,72.806734,19.133895,72.870813,8.114,15.77,14,3,0,25.3,Clear,197,58,3.4,1.42,225.65,2025-11-06 14:49:37
19.179977,72.857693,19.09441,72.892352,10.187,23.39,2,4,0,24.7,Clear,159,87,1.83,1.09,216.94,2025-11-07 02:12:37
18.926725,72.950324,19.135135,72.804848,27.765,52.01,0,2,0,26.7,Clouds,172,242,0.71,1,467.21,2025-10-15 00:43:37
18.944294,72.965884,19.09303,72.930356,16.955,58.94,8,4,0,32.3,Clear,309,174,1.78,1.18,414.58,2025-10-17 08:59:37
19.074971,72.837573,19.131237,72.886256,8.081,19.19,4,6,1,28,Clouds,132,42,3.14,1.31,216.63,2025-11-02 04:42:37
19.240316,72.928897,19.180552,72.819976,13.228,25.73,2,4,0,27.1,Clear,159,198,0.8,1.05,252.2,2025-10-17 02:05:37
18.895279,72.843551,19.148887,72.884666,28.529,66.01,21,2,0,32.4,Clouds,99,70,1.41,1.08,544.72,2025-11-05 21:58:37
18.956035,72.87669,18.987883,72.963601,9.801,20.43,13,2,0,31.5,Clear,141,225,0.63,1.02,192.24,2025-11-05 13:59:37
19.052614,72.92668,18.903997,72.795282,21.54,48.18,12,1,0,25.1,Clouds,62,92,0.67,1.02,392.53,2025-10-14 12:43:37
19.191222,72.969867,19.143608,72.805157,18.092,35.99,15,5,1,29.1,Clear,119,124,0.96,1.03,328.66,2025-10-18 15:27:37
19.16221,72.924293,18.905502,72.922377,28.545,62.89,16,3,0,27.9,Clouds,125,168,0.74,0.99,493.34,2025-10-23 16:11:37
19.20852,72.938203,18.958924,72.893236,28.153,64.58,22,0,0,26.9,Clouds,186,246,0.76,1.04,516.87,2025-10-13 22:04:37
18.967075,72.907251,19.050516,72.844454,11.387,26.53,6,5,1,27.4,Clouds,102,82,1.24,1.04,228.5,2025-10-11 06:56:37
19.165522,72.945738,19.135235,72.833364,12.275,28.56,11,5,1,31.7,Clouds,123,250,0.49,1.04,243.79,2025-11-01 11:35:37
18.949376,72.919641,19.083452,72.827401,17.785,35.36,0,0,0,28.8,Clear,163,78,2.09,1.2,376.96,2025-10-27 00:35:37
19.151565,72.923434,18.950038,72.915244,22.425,42.87,7,5,1,32.8,Clear,86,238,0.36,0.95,365.59,2025-10-25 07:24:37
19.156795,72.822577,18.973313,72.947279,24.249,129.94,8,2,0,25.3,Rain,520,5,104,2.85,1655.49,2025-10-15 08:19:37
18.966577,72.916085,19.098602,72.932073,14.776,48.95,4,4,0,32.3,Rain,250,118,2.12,1.43,436.46,2025-11-07 04:56:37
19.238623,72.783821,18.921649,72.899748,37.292,68.17,13,0,0,29.1,Clouds,156,135,1.16,0.99,607.71,2025-10-20 13:02:37
19.127432,72.822647,19.227323,72.880068,12.639,29,23,4,0,29.3,Clouds,169,175,0.97,0.98,234.88,2025-10-24 23:46:37
19.071373,72.841314,19.093508,72.81799,3.474,6.49,13,6,1,26.5,Clear,150,140,1.07,0.97,82.12,2025-10-12 13:39:37
19.089059,72.949795,19.166845,72.912708,9.486,18.26,23,0,0,24.6,Clear,111,166,0.67,0.95,171.35,2025-10-20 23:14:37
19.236004,72.919709,19.240308,72.798776,12.705,25.02,15,5,1,24.9,Clouds,51,77,0.66,0.97,225.53,2025-11-08 15:48:37
19.02045,72.928453,19.163437,72.786173,21.825,49.47,12,6,1,28.9,Clear,57,34,1.68,1.02,398.66,2025-11-09 12:53:37
19.004244,72.89741,19.247128,72.930903,27.236,50.69,11,1,0,30.2,Clouds,120,101,1.19,0.99,453.63,2025-10-28 11:42:37
19.166849,72.805224,19.073662,72.907349,14.916,33.82,4,1,0,30.2,Clear,117,204,0.57,0.97,268.34,2025-10-28 04:58:37
19.260246,72.900324,19.251544,72.947102,5.005,10.12,10,5,1,30.4,Clear,149,139,1.07,0.99,109.19,2025-10-18 10:46:37
18.932568,72.98203,18.913782,72.968835,2.508,7.85,14,1,0,32.2,Thunderstorm,207,175,1.18,1.22,92.48,2025-11-04 14:14:37
19.231576,72.966236,19.071313,72.830736,22.807,72.06,16,5,1,28,Thunderstorm,310,126,2.46,1.4,626.91,2025-11-01 16:55:37
19.139555,72.838399,18.936635,72.896299,23.37,46.07,22,3,0,31.8,Clouds,132,143,0.92,1,402.58,2025-10-30 22:56:37
18.965912,72.979959,19.143356,72.929908,20.42,42.51,6,5,1,32.4,Clear,195,44,4.43,1.45,522.08,2025-10-11 06:39:37
19.161889,72.905487,19.035627,72.843358,15.483,30.18,20,1,0,24.9,Clouds,91,125,0.73,0.97,267.87,2025-10-28 20:49:37
19.195808,72.868859,19.018788,72.927537,20.627,63.87,13,4,0,27.3,Rain,281,79,3.56,1.63,660.56,2025-10-24 13:08:37
19.029367,72.837896,19.092759,72.842883,7.068,30.57,19,5,1,25.1,Rain,538,5,107.6,2.76,485.63,2025-10-11 19:23:37
19.127128,72.780571,19.057237,72.912271,15.872,54.92,19,6,1,32.4,Clear,425,134,3.17,1.4,462.43,2025-10-19 19:08:37
19.177496,72.797511,18.97337,72.912129,25.696,131.74,18,2,0,26.6,Rain,427,94,4.54,1.91,1149.51,2025-10-22 18:26:37
18.931015,72.80607,18.956303,72.971912,17.667,32.95,20,1,0,32,Clear,132,241,0.55,0.97,298.67,2025-10-21 20:48:37
19.134887,72.834972,19.238547,72.850414,11.64,21.95,4,6,1,27,Clear,104,201,0.52,0.98,209.31,2025-10-26 04:39:37
19.160968,72.862524,19.193381,72.962022,11.054,61.23,17,4,0,27.6,Rain,285,5,57,2.71,772.65,2025-11-07 17:48:37
19.085311,72.866528,19.232288,72.825341,16.906,31.17,21,5,1,27.5,Clouds,195,127,1.54,1.08,318.83,2025-10-25 21:49:37
19.098878,72.779462,18.901007,72.878888,24.359,66.49,5,3,0,25.6,Rain,249,171,1.46,1.18,537.24,2025-10-23 05:29:37
19.217039,72.789666,19.105416,72.950943,21,42.46,5,3,0,24.1,Clear,71,233,0.3,1.01,370.6,2025-10-16 05:12:37
19.138601,72.944934,19.111056,72.93944,3.117,6.78,22,6,1,26,Clear,87,47,1.85,1.11,89.86,2025-10-19 22:38:37
19.226973,72.927032,19.077656,72.952482,16.817,54.38,22,2,0,29.9,Rain,230,63,3.65,1.54,524.48,2025-10-29 22:10:37
18.938955,72.939483,19.015896,72.780157,18.811,50.72,20,2,0,29.1,Rain,233,41,5.68,1.97,703.65,2025-10-22 20:09:37
18.929767,72.915574,18.969735,72.931502,4.75,13.58,6,0,0,31.1,Rain,315,51,6.18,1.93,220.3,2025-10-13 06:27:37
19.102229,72.873349,19.180448,72.900599,9.157,19.66,1,5,1,25.9,Clear,152,49,3.1,1.33,238.32,2025-11-01 01:55:37
19.169341,72.874479,19.210188,72.968901,10.907,22.27,5,4,0,30.5,Clouds,195,80,2.44,1.27,260.89,2025-10-31 05:53:37
19.110861,72.941305,19.213695,72.926806,11.536,21.98,1,2,0,30.9,Clear,97,178,0.54,1.01,214.52,2025-11-05 01:55:37
19.26277,72.830199,19.175089,72.831596,9.751,17.81,22,5,1,32.1,Clear,103,142,0.73,0.95,173.49,2025-11-01 22:56:37
19.205614,72.806475,19.093091,72.94205,18.957,94.38,8,6,1,33,Rain,488,5,97.6,2.92,1303.04,2025-11-09 08:48:37
19.233617,72.850981,19.056007,72.801289,20.428,89.23,19,3,0,30.5,Thunderstorm,436,37,11.78,2.73,1238.3,2025-10-16 19:02:37
18.955062,72.902366,19.141094,72.815231,22.623,86.79,19,2,0,25.6,Clouds,318,77,4.13,1.55,736.33,2025-11-05 19:43:37
18.973603,72.924894,18.997916,72.952529,3.969,8.61,22,6,1,32.9,Clear,169,42,4.02,1.46,138.48,2025-10-12 22:03:37
19.01958,72.922312,19.066249,72.936956,5.413,10.33,21,3,0,29.7,Clear,78,48,1.62,1.05,121.39,2025-10-30 21:58:37
19.193936,72.832765,19.076522,72.879511,13.949,71.63,18,5,1,27,Rain,596,41,14.54,2.72,926.57,2025-11-01 18:17:37
19.13783,72.834943,18.964352,72.917024,21.131,77.61,8,0,0,24.5,Clouds,391,76,5.14,1.7,745.96,2025-11-03 08:23:37
18.977107,72.786754,18.920283,72.800607,6.484,18.38,22,6,1,27.7,Rain,115,138,0.83,1.15,166.27,2025-10-12 22:11:37
19.153685,72.910969,19.238494,72.77651,16.979,37.3,4,3,0,25.7,Clouds,127,76,1.67,1.06,326.85,2025-10-23 04:03:37
19.094347,72.788375,19.20576,72.7831,12.401,26.79,23,0,0,26.7,Clear,53,156,0.34,1.05,244.01,2025-10-13 23:41:37
19.165531,72.801161,19.020236,72.845966,16.828,40.35,21,2,0,29.6,Clouds,190,30,6.33,1.78,556.5,2025-10-15 21:24:37
19.075676,72.936949,19.123185,72.811468,14.204,45.33,23,1,0,24.7,Rain,354,21,16.86,2.72,791.79,2025-10-21 23:01:37
19.018496,72.811634,18.991878,72.902766,10.028,34.81,8,3,0,31.6,Clear,255,17,15,2.55,560.87,2025-10-16 08:44:37
18.989842,72.868936,18.942409,72.782192,10.537,47.37,19,5,1,30.7,Rain,523,115,4.55,1.78,447.11,2025-10-11 19:04:37
18.914173,72.819254,18.999585,72.879693,11.428,44.22,19,5,1,30.9,Clear,249,27,9.22,2.34,598.04,2025-10-18 19:42:37
19.233627,72.957254,18.978338,72.784462,33.696,103.77,17,5,1,26.8,Clouds,438,10,43.8,2.63,1688.2,2025-10-25 17:47:37
19.200189,72.947814,18.970826,72.919665,25.675,54.76,14,6,1,31.5,Clear,150,248,0.6,0.98,438.66,2025-10-19 14:02:37
18.951044,72.856804,19.270363,72.83114,35.609,80.42,5,6,1,28.6,Clear,182,35,5.2,1.61,995.21,2025-10-12 05:03:37
19.13103,72.891771,19.007934,72.923586,14.09,26.33,20,6,1,25.9,Clear,52,89,0.58,0.99,249.22,2025-10-19 20:26:37
19.140986,72.916613,19.069465,72.81766,13.09,27,13,5,1,26.5,Clouds,121,242,0.5,1.04,250.71,2025-11-01 13:51:37
19.153938,72.945207,19.141233,72.867946,8.238,17.63,2,5,1,25.7,Clear,90,32,2.81,1.29,211.71,2025-10-25 02:24:37
18.967014,72.938483,19.225831,72.840147,30.578,56.63,13,1,0,25.8,Clear,177,237,0.75,1.02,520.4,2025-10-14 13:47:37
19.205143,72.80225,18.939794,72.78075,29.592,54.77,2,2,0,28.1,Clouds,175,56,3.12,1.28,633.16,2025-10-15 02:37:37
19.029489,72.89112,19.19694,72.910383,18.729,35.38,1,5,1,24.8,Clear,54,78,0.69,0.98,319,2025-10-18 01:21:37
19.196815,72.9163,19.014323,72.810052,23.16,49.94,0,3,0,26.5,Clouds,138,97,1.42,1.04,424.11,2025-10-16 00:03:37
19.034582,72.87799,19.247149,72.837261,24.02,43.81,11,4,0,30.1,Clear,50,71,0.7,1.04,422.09,2025-10-24 11:44:37
18.949175,72.888299,19.247659,72.93616,33.569,91.87,6,6,1,27.7,Rain,288,5,57.6,2.61,1609.26,2025-10-26 06:45:37
19.086517,72.799186,19.081509,72.862423,6.669,12.63,15,1,0,25.4,Clear,150,240,0.62,1.01,136.63,2025-10-21 15:53:37
19.053944,72.83381,18.976301,72.90713,11.574,24.72,6,3,0,30.5,Clear,106,37,2.86,1.3,283.83,2025-11-06 06:28:37
19.236384,72.825876,18.89212,72.857455,38.424,86.71,16,3,0,29.9,Clear,116,69,1.68,1.09,724.32,2025-10-16 16:26:37
18.89752,72.898574,19.220764,72.918664,36.005,135.42,8,1,0,24.6,Clouds,162,87,1.86,1.15,842.83,2025-10-28 08:18:37
19.228039,72.977534,19.160365,72.96684,7.608,17.71,3,6,1,27.1,Clouds,69,42,1.64,1.08,169.25,2025-10-12 03:33:37
18.987858,72.824983,19.127606,72.948263,20.232,67.95,21,5,1,24.5,Rain,164,124,1.32,1.21,494.51,2025-11-08 21:11:37
19.173276,72.982295,19.003024,72.830822,24.733,87.46,9,6,1,24.4,Clouds,356,10,35.6,2.64,1324.52,2025-11-02 09:37:37
19.21195,72.904681,19.089986,72.9813,15.77,32.58,14,2,0,25.6,Clear,107,188,0.57,1.02,290.1,2025-10-15 14:39:37
19.209314,72.954711,19.143459,72.798812,17.936,34.62,23,5,1,24.4,Clear,136,242,0.56,0.98,308.18,2025-10-18 23:41:37
19.000468,72.979889,19.133631,72.971372,14.834,47.59,8,0,0,31.7,Clear,381,24,15.88,2.68,812.53,2025-10-20 08:47:37
19.019637,72.808575,19.199085,72.891703,21.782,40.32,16,5,1,28.9,Clear,166,167,0.99,1,372.02,2025-10-11 16:13:37
19.196013,72.953674,19.102,72.900669,11.844,25.27,12,2,0,26.7,Clouds,175,167,1.05,0.98,218.22,2025-10-22 12:33:37
18.999992,72.899509,18.966821,72.889808,3.827,8.32,6,4,0,29.4,Clouds,111,223,0.5,0.97,89.79,2025-10-17 06:11:37
19.042781,72.852806,19.26077,72.93137,25.606,86.97,22,0,0,26.2,Rain,326,39,8.36,2.2,1124.64,2025-10-27 22:27:37
19.178548,72.854442,18.94559,72.791735,26.729,56.81,0,4,0,32.1,Clouds,137,118,1.16,1,464.37,2025-10-17 00:37:37
18.98223,72.832456,19.004283,72.973744,15.056,54.42,19,5,1,25.3,Clear,282,78,3.62,1.43,456.91,2025-10-18 19:37:37
18.984939,72.824475,19.029232,72.92666,11.818,35.47,8,5,1,28.1,Clear,508,54,9.41,2.34,568.07,2025-10-18 08:29:37
18.962263,72.923373,19.096303,72.885128,15.437,28.73,13,2,0,28,Clear,114,167,0.68,0.96,261.8,2025-10-29 13:00:37
18.903441,72.95623,18.947275,72.935192,5.353,17.27,2,6,1,32.9,Rain,166,46,3.61,1.61,207.34,2025-10-26 02:59:37
19.246042,72.839517,18.896928,72.77778,39.358,88.95,3,5,1,29,Clouds,95,210,0.45,1.05,714.21,2025-10-11 03:55:37
19.241159,72.84559,18.943585,72.909928,33.772,78,3,6,1,29.5,Clear,141,175,0.81,0.97,573.54,2025-11-09 03:01:37
19.200612,72.859498,18.95188,72.806145,28.22,57.11,12,3,0,29,Clear,79,185,0.43,1.02,492.53,2025-10-16 12:44:37
19.054079,72.978605,19.136263,72.799873,20.886,67.93,17,0,0,25.3,Clear,242,10,24.2,2.61,1087.01,2025-10-13 17:20:37
19.114662,72.977332,18.968056,72.88258,19.103,41.43,4,0,0,24.8,Clear,188,74,2.54,1.24,424.21,2025-11-03 04:21:37
19.221813,72.807494,18.948551,72.844072,30.627,91.22,21,5,1,26.5,Thunderstorm,232,53,4.38,1.64,951.16,2025-10-11 21:12:37
19.156852,72.930068,19.097974,72.785457,16.543,30.15,23,1,0,31.5,Clouds,184,244,0.75,1.03,297.47,2025-11-04 23:06:37
19.066415,72.929851,19.237354,72.804682,23.112,49.58,13,1,0,32.3,Clear,147,152,0.97,1.02,414.63,2025-10-21 13:09:37
19.019885,72.963749,18.967376,72.908341,8.248,19.69,11,0,0,29.1,Clouds,78,118,0.66,1.02,171.72,2025-11-03 11:04:37
19.044623,72.893154,19.167879,72.958811,15.344,33.65,20,3,0,30.5,Clear,175,63,2.78,1.3,365.86,2025-10-30 20:39:37
18.946629,72.947045,18.932693,72.885511,6.655,15.78,21,3,0,26.7,Clear,195,62,3.15,1.38,195.17,2025-10-23 21:16:37
19.141223,72.895415,18.998279,72.841444,16.876,33.07,10,5,1,29.5,Clear,152,79,1.92,1.04,310.6,2025-11-01 10:13:37
19.067849,72.902814,18.94725,72.893207,13.448,30.33,0,0,0,28.9,Clear,51,65,0.78,1,252.03,2025-10-27 00:01:37
19.194248,72.804015,19.004646,72.934693,25.16,47.5,11,0,0,26.4,Clear,108,38,2.84,1.24,529.37,2025-10-27 11:07:37
18.96009,72.957562,18.945745,72.851552,11.262,25.49,16,1,0,32.2,Clear,172,137,1.26,1,216.13,2025-10-14 16:30:37
19.020322,72.784159,19.247872,72.880855,27.265,89.14,10,1,0,25.3,Rain,271,208,1.3,1.25,669.33,2025-10-28 10:25:37
18.987841,72.826503,19.251492,72.845024,29.381,62.19,5,1,0,28.7,Clouds,199,76,2.62,1.29,653.97,2025-10-14 05:35:37
18.934213,72.878031,19.230977,72.775569,34.711,125.62,17,0,0,30.3,Clear,469,106,4.42,1.62,1130.39,2025-10-20 17:24:37
19.008219,72.871715,19.226795,72.80858,25.193,51.55,5,0,0,29.6,Clear,171,102,1.68,1.03,448.48,2025-10-20 05:16:37
18.992698,72.82555,19.09494,72.977107,19.571,42.11,11,3,0,30.7,Clouds,173,229,0.76,1.03,359.53,2025-10-23 11:15:37
19.159411,72.939434,18.933513,72.937728,25.119,54.3,13,2,0,26.7,Clouds,179,208,0.86,0.98,431.23,2025-10-15 13:06:37
19.264472,72.950433,19.096956,72.780253,25.815,54.17,12,4,0,26.4,Clouds,50,137,0.36,1.03,461.55,2025-10-24 12:51:37
19.061368,72.94456,19.038623,72.897634,5.543,16.07,0,4,0,25.6,Thunderstorm,313,126,2.48,1.44,185.26,2025-10-17 00:07:37
18.990153,72.906195,19.0204,72.825513,9.125,21.04,12,2,0,29.4,Clear,158,211,0.75,1.01,183.39,2025-10-15 12:36:37
19.115967,72.897983,19.152533,72.94687,6.55,15.38,4,1,0,30.6,Clear,85,44,1.93,1.09,151.92,2025-10-21 04:22:37
19.244962,72.942994,19.210092,72.953077,4.019,9.04,23,1,0,24.4,Clear,106,241,0.44,1.02,98.24,2025-10-21 23:25:37
19.126159,72.85324,19.158811,72.917815,7.694,27.88,9,4,0,27.4,Clouds,333,113,2.95,1.35,240.43,2025-10-24 09:43:37
19.044079,72.877899,19.111162,72.831885,8.89,32.84,19,4,0,29.1,Clouds,490,31,15.81,2.51,507.93,2025-10-31 19:52:37
19.097166,72.81307,18.965802,72.817441,14.614,26.81,14,3,0,28.9,Clear,86,163,0.53,0.97,251.22,2025-10-16 14:16:37
19.127902,72.955521,19.15977,72.957736,3.551,11.21,18,4,0,25,Clear,307,44,6.98,1.94,184.39,2025-10-31 18:51:37
19.184378,72.968293,19.052475,72.905731,16.072,44.12,12,2,0,27.3,Rain,213,94,2.27,1.42,441.78,2025-10-22 12:49:37
18.977736,72.847317,19.088495,72.823066,12.577,47.75,17,2,0,31.7,Clear,273,88,3.1,1.44,398.06,2025-10-15 17:07:37
19.179599,72.798603,19.253945,72.874473,11.481,23.21,15,0,0,29.1,Clear,194,121,1.6,1.09,233.46,2025-10-20 15:59:37
19.106467,72.984572,19.211826,72.931904,12.956,41.28,19,1,0,26.4,Clear,331,51,6.49,1.83,490.51,2025-10-14 19:37:37
19.189046,72.891972,18.901927,72.892689,31.926,70.07,1,4,0,28.2,Clear,141,184,0.77,0.96,531.13,2025-11-07 01:16:37
19.176506,72.825068,19.048742,72.838331,14.275,39.67,2,5,1,30.1,Thunderstorm,315,105,3,1.53,429.38,2025-10-25 02:54:37
19.240593,72.863864,18.894778,72.959299,39.739,137.34,17,5,1,32,Clear,391,120,3.26,1.45,1133.24,2025-11-01 17:39:37
18.96629,72.881583,19.265493,72.968601,34.503,106.68,12,0,0,28.3,Rain,316,86,3.67,1.66,1091.27,2025-10-13 12:01:37
19.029317,72.841697,19.121239,72.916375,12.886,69.06,8,2,0,26.5,Rain,478,74,6.46,2.05,661.67,2025-11-05 08:25:37
19.049227,72.878254,19.170231,72.957093,15.8,35.03,0,1,0,31.3,Clouds,132,233,0.57,0.97,280.98,2025-11-04 00:01:37
19.184143,72.780293,19.049954,72.985764,26.242,56.6,0,5,1,28.2,Clouds,195,188,1.04,0.98,448.94,2025-11-08 00:41:37
19.076606,72.93819,19.214392,72.908002,15.646,59.45,19,3,0,28,Clouds,184,175,1.05,1.08,363.57,2025-10-23 19:55:37
19.2375,72.791982,19.250425,72.884666,9.836,19.45,15,4,0,31.6,Clear,96,241,0.4,0.95,177.58,2025-10-17 15:42:37
18.988615,72.860635,19.264059,72.967611,32.625,126.74,19,1,0,29.7,Clouds,256,47,5.45,1.7,1147.45,2025-11-04 19:27:37
18.993577,72.841108,18.927479,72.8323,7.408,15.5,14,5,1,24.3,Clouds,175,48,3.65,1.43,214.33,2025-11-08 14:02:37
19.138635,72.961763,19.223679,72.785995,20.741,45.22,3,1,0,25.8,Clouds,153,205,0.75,0.97,358.24,2025-10-21 03:18:37
19.101005,72.924154,19.256521,72.874776,18.053,35.07,1,1,0,25.6,Clear,76,203,0.37,1.02,323.11,2025-11-04 01:21:37
18.972699,72.918243,19.004856,72.807819,12.149,42.04,17,6,1,30.3,Clear,303,124,2.44,1.36,353.42,2025-10-19 17:46:37
19.05499,72.932583,18.939101,72.7773,20.799,39.68,7,2,0,29.8,Clear,142,169,0.84,1,358.95,2025-10-29 07:30:37
19.049579,72.786746,19.129559,72.862231,11.917,36.16,6,4,0,27.5,Rain,173,5,34.6,2.83,694.24,2025-11-07 06:30:37
18.990359,72.783356,19.152582,72.92267,23.232,87.09,18,2,0,29.9,Clouds,195,160,1.22,1.1,531.25,2025-10-15 18:37:37
19.116694,72.854136,19.192072,72.975059,15.218,28.92,11,0,0,26.3,Clear,111,44,2.52,1.19,321.83,2025-11-03 11:19:37
19.099966,72.85653,19.001796,72.955172,15.055,35.89,3,6,1,27.8,Clouds,56,169,0.33,1.02,288.08,2025-10-12 03:14:37
18.990998,72.967143,19.018753,72.95775,3.24,10.14,5,4,0,24.7,Thunderstorm,217,145,1.5,1.2,107.01,2025-10-31 05:27:37
19.083428,72.877219,19.244035,72.785518,20.29,40.15,22,0,0,32.9,Clear,169,31,5.45,1.69,597.9,2025-11-03 22:36:37
19.235925,72.909059,19.009466,72.968763,25.95,51.04,2,3,0,27.2,Clouds,195,69,2.83,1.28,567.66,2025-11-06 02:22:37
19.203869,72.834471,19.023198,72.816823,20.175,37.67,16,1,0,30.2,Clouds,51,88,0.58,1.05,364.81,2025-11-04 16:20:37
19.203761,72.805437,19.065178,72.956173,22.095,40.79,1,0,0,25,Clouds,77,95,0.81,1.02,384.26,2025-11-03 01:32:37
19.192007,72.964945,19.026296,72.911097,19.275,41.73,10,0,0,25.7,Clear,78,83,0.94,1.01,348.2,2025-11-03 10:12:37
18.988791,72.864739,19.123477,72.858921,14.989,33.5,21,3,0,29.8,Clouds,195,247,0.79,0.98,271.33,2025-10-16 21:24:37
18.992959,72.820383,18.895664,72.82663,10.839,23.5,21,4,0,32.6,Clear,79,128,0.62,0.98,202.92,2025-11-07 21:48:37
19.190932,72.836403,19.238169,72.840667,5.272,15.98,18,6,1,30.1,Clear,320,176,1.82,1.18,147.75,2025-10-19 18:40:37
19.084854,72.902729,19.036695,72.822059,10.028,20.44,1,2,0,27.1,Clouds,123,233,0.53,1.04,198.85,2025-10-15 01:06:37
18.924888,72.944985,19.049219,72.860467,16.435,49.25,6,5,1,26.3,Rain,127,28,4.54,1.78,579.78,2025-11-08 06:53:37
19.224052,72.874272,19.027995,72.954575,23.376,43.08,13,6,1,32.2,Clear,154,179,0.86,0.99,392.71,2025-11-02 13:10:37
19.033368,72.834675,19.081424,72.912086,9.734,44.49,18,0,0,27.9,Rain,391,5,78.2,2.8,660.19,2025-11-03 18:07:37
19.03939,72.833896,19.230637,72.918991,23.068,75.1,3,4,0,32.2,Rain,278,154,1.81,1.21,552.99,2025-10-24 03:17:37
19.224493,72.785018,19.217182,72.860036,7.918,26.91,9,3,0,30.8,Clear,259,61,4.25,1.52,271.83,2025-10-30 09:59:37
19.132773,72.931828,19.063494,72.961372,8.305,28.41,23,6,1,28.3,Rain,205,38,5.39,1.78,331.94,2025-10-12 23:34:37
19.136092,72.913124,19.082093,72.78082,15.142,35.42,22,6,1,28.1,Clear,82,149,0.55,1.03,291.02,2025-10-26 22:12:37
19.230476,72.920784,19.058115,72.917138,19.17,52.2,6,2,0,24.4,Thunderstorm,256,16,16,2.68,976.68,2025-10-29 06:52:37
19.176408,72.801923,19.247956,72.814895,8.072,25.11,19,0,0,32.2,Clear,446,201,2.22,1.27,224.89,2025-10-20 19:52:37
18.971239,72.9191,19.135039,72.860097,19.241,60.2,4,3,0,24.5,Rain,266,73,3.64,1.67,636.76,2025-10-23 04:45:37
19.071674,72.824182,19.143074,72.86032,8.801,18.65,23,1,0,30.2,Clear,56,234,0.24,1.01,174.64,2025-10-28 23:23:37
19.232655,72.830809,19.153696,72.847404,8.951,19.72,6,5,1,26.8,Clear,99,195,0.51,0.98,173.31,2025-10-25 06:06:37
19.113563,72.969966,19.014646,72.85108,16.646,39.02,0,4,0,26,Clouds,104,220,0.47,0.98,301.64,2025-10-31 00:50:37
18.991359,72.890162,19.087699,72.938759,11.868,37.74,8,4,0,25.7,Clear,353,55,6.42,1.84,456.14,2025-10-31 08:07:37
19.130254,72.916284,19.132575,72.959105,4.506,9.8,11,6,1,25,Clear,59,130,0.45,1.02,105.73,2025-10-12 11:01:37
19.249043,72.954998,19.219504,72.839067,12.607,29.77,13,3,0,24.3,Clouds,73,182,0.4,0.95,228.78,2025-10-16 13:31:37
18.905049,72.914526,19.095708,72.92385,21.223,42.47,12,1,0,26.3,Clouds,101,140,0.72,0.96,354.82,2025-10-28 12:37:37
19.131448,72.811297,19.228655,72.928373,16.371,36.49,20,4,0,26.5,Clouds,110,111,0.99,0.95,284.46,2025-10-31 20:48:37
18.929187,72.896166,18.900312,72.835307,7.162,24.9,8,1,0,26.7,Clouds,520,33,15.76,2.62,434.23,2025-10-21 08:51:37
19.207967,72.919379,19.035229,72.863737,20.077,52.62,20,0,0,26.6,Rain,186,112,1.66,1.27,477.73,2025-10-20 20:24:37
19.138154,72.912171,19.220946,72.959123,10.444,35.32,5,0,0,32.6,Rain,379,93,4.08,1.67,377.34,2025-10-27 05:37:37
18.981751,72.829466,19.053137,72.866773,8.854,20.9,5,4,0,32.3,Clouds,53,46,1.15,0.95,169.15,2025-10-31 05:25:37
19.029397,72.960722,19.081059,72.898133,8.733,16.63,0,2,0,24,Clouds,82,164,0.5,1.03,173.1,2025-10-15 00:19:37
18.943782,72.822858,19.081025,72.920132,18.37,36.18,13,5,1,25.6,Clouds,103,240,0.43,0.96,309.89,2025-10-25 13:26:37
18.910139,72.981735,19.053885,72.90301,18,40.92,22,1,0,24.3,Clear,106,145,0.73,1.04,340.95,2025-10-21 22:56:37
